gift_card_id,gift_card_code,detail,status
a74383c7-aedb-4da2-966c-d87401d4c631,7XN5AP5NN31,0.40,UNUSED
2a097b85-fd38-484e-8f20-86feeb88ffb4,7P51JP1AK52,0.20,UNUSED
a21950f1-f8a4-4b90-b74e-d4b1d73b592d,4RG1CN6UJ70,0.40,UNUSED
20dab8e5-a950-44ef-bf13-1f9a4626f19b,2N03QU5EQ58,0.20,UNUSED
618ed93f-31e1-42b7-a9d6-ab083a799899,3HP3U74GR80,0.10,USED
1cdc8b7b-8db9-43b1-aa13-138440990a8f,3WE7AG6AA83,0.20,USED
4dca6c30-a51f-4927-9e49-07896d23d8d5,5DQ4N76TD75,0.40,UNUSED
1c3f3f29-f159-4d1c-a32a-832cb85af835,3VU7XV0NY56,0.40,UNUSED
35b4f6f1-ed52-4b09-8ae1-7ed6f1cd5b3d,4QK2MK5CE67,0.20,USED
31e9666d-ce16-4407-b868-35dbb57ac984,4PF5C06XU61,0.30,USED
31e177a4-2606-4a46-9e99-21f81d7ec0f0,9N65FQ5RJ96,0.30,USED
10035605-2192-4baa-a5c2-d63913f18979,7T93Q55DQ57,0.50,UNUSED
b5b71fae-dcb6-406a-bb9f-e070bfe9accb,7RF8HH5UD06,0.50,UNUSED
c324a610-adcf-49c5-b75a-43ea8599c685,7ME3AY1HN76,0.10,USED
147a36e2-d0aa-4df7-acef-a80d4a518d9c,6WY3EG7HC86,0.10,UNUSED
7abf4b9f-e24d-4127-b43c-b8471505eb22,1J23C91XA79,0.10,USED
71c232ec-983f-4ae8-98c3-5665d1cf51de,3XF5E98VQ15,0.40,USED
0568b782-f1fc-41c1-a2b3-3f719c86efa7,5EE4UX3YV65,0.30,USED
c2612906-e30b-46f1-928e-4dcc5b6a5fc7,9TY2EM7KG36,0.50,UNUSED
4aa24df9-0e48-4e0a-8567-452c97502349,9PE5DF6YA71,0.50,UNUSED
50891525-80c3-4d14-8be4-b35dd83a273b,3GE8PX9MR06,0.30,USED
7fefd35b-c5ce-44b1-8544-44d0db4268c5,6C32NC5XP47,0.30,USED
6671076d-e67f-4bd4-bbf4-9844a059c22b,8UC3JJ1PC46,0.40,UNUSED
794456d6-8c45-41e1-b7a5-be8b62a09f12,5R26VJ1FR69,0.50,UNUSED
19565b77-11b2-4c18-8daa-7e8ba8780b8e,7M77EM3NQ97,0.30,UNUSED
1fd3b941-ad75-4ddd-9e3e-06b0ff412825,2AT2NW8XA17,0.30,USED
694e35fa-9b61-4f2b-85bf-881c2d7473ca,6V92TE5AY83,0.30,UNUSED
4fe61623-fb7b-455d-a8ce-b87cacb0a9b2,9PD3M88NV72,0.30,UNUSED
a6e74e2a-3c1a-4403-bdb2-6adba07cadbc,4YM4XX8HP13,0.30,USED
cebe5b3b-6beb-4385-b778-cba3689bc26e,7Q80FG7PY73,0.10,UNUSED
c7afec48-8da4-4621-801d-d643d1fe42b7,3ET0GD3GJ98,0.50,UNUSED
a5afd480-db5f-4c4e-bed6-115feac4ab7a,2Q76CK3AV79,0.20,USED
8afae114-748d-4fa5-b691-50664f55440b,5N89GW7ED59,0.30,UNUSED
5ad9caf7-7220-4f2e-9b9e-9c7af792260a,9TV8HT7AR43,0.40,USED
89a3acc2-e6ff-4fa4-bd7d-09c61293de82,8U04HC7NN13,0.20,USED
9872db91-d277-4746-8cc1-c405f7a8373a,4H11TJ0TH65,0.30,USED
96509f8f-e50e-4f84-b70a-27d5d9d5430b,8K38N48QT93,0.40,UNUSED
a8294cbc-4424-4b60-b8fc-584d27c0e15a,3C11UM4KX45,0.10,UNUSED
6b588b89-1573-4165-b64e-e02d65da819c,7HJ2XK1PH00,0.10,USED
3f52e3f6-e249-4092-aa79-061caa8e5dd9,8NP4X57UV21,0.20,USED
696380af-c284-4977-ab25-c8b2b144fb22,3D22QX5PF43,0.10,UNUSED
6b88e6f3-8a06-42e5-aa93-68abd34662d9,2WU9ER0PP72,0.10,UNUSED
acb796dd-9eef-4c64-8746-b225fdbe878b,4JT8TG4ET08,0.20,UNUSED
8c578b20-5325-45fb-a604-ac2576d1358a,6RW2F29MN92,0.50,USED
6aedb2a6-ceb7-4865-83db-d9742aa81bda,5DA2K74JV41,0.40,UNUSED
99139b2b-18be-4aec-b093-52f742f72257,4YE1EE7UD04,0.40,UNUSED
1f0a8609-9793-4d2e-b3cd-6d9c1639dad6,3UA3XD2YQ51,0.50,USED
72bc999d-9edc-4d23-921e-057baa5c4fb9,8C95DQ2GW99,0.30,USED
46ab7668-a6e7-4f3f-8f70-830c027a8c2e,6MK7JF7EW07,0.10,USED
17729e10-d4d7-4459-9855-e4e2646bf6ab,8WN5EA6EF32,0.40,USED
b233a380-5411-4692-82cf-159a43d6527e,1HG3VE7YQ04,0.30,USED
4607a953-6d29-4957-89ca-77ed067b2f7a,6AN0MK6ER11,0.10,UNUSED
4ff313d4-17e5-41c4-9971-6ed985a61da3,4E95V94XJ58,0.20,USED
9cefefc7-5973-4c58-b411-4232f6a8e382,2E31JG0RY81,0.20,USED
0473e908-36ef-4606-b421-e60e48a31d39,4U85TV9DK70,0.50,UNUSED
e336812f-16a5-4e06-b735-79ccd8cee47a,8DP0AV5WH61,0.30,USED
5579b7c0-68ac-4fe8-9dfe-f449cf8b7944,8EC8JF7UN68,0.10,UNUSED
6a91f88d-4b48-4e59-aae9-06e3203ae063,2HR8AV8XK60,0.10,USED
f98e6295-17e7-4692-be9d-b3b1c7f57128,2KT6RJ9DN70,0.30,UNUSED
349b7495-aac6-4b39-ba2d-05f3fe7d5031,3UA2D44WT79,0.20,UNUSED
3f4e9839-bcbe-4984-bf1a-ce8236e592b6,7HE7JU5DJ86,0.40,USED
93bb248b-7a47-4034-9ec0-17374582ecc7,6E65TH5NW39,0.20,UNUSED
95b0428b-2a52-495d-bf3f-2e049efdb3ee,2FA8XV1WH01,0.10,USED
605d9e0f-a32a-4ef1-962b-3c8fca8d383b,2H64HM2FW66,0.50,UNUSED
48f46cda-a520-4f0c-865a-777818b801cc,6N77MQ7JP12,0.50,UNUSED
1b6e30fd-cb97-4b9a-b867-5072e16c03ff,2NJ4A97FF68,0.20,UNUSED
9fe0bd0c-d3b1-4641-ac47-a3a2281285b4,6C68UT6RJ83,0.20,USED
d8a46557-089d-444e-bc84-4e2751883791,6UA4ET5UU35,0.30,UNUSED
9da3a20b-2d7e-4e5a-aa05-1500d59a9b64,8JX5XX3CA38,0.40,UNUSED
79cd4ed3-3008-4e0b-8972-5c9168a01776,4AA3D76TJ47,0.20,USED
14289a54-0ae7-43e2-86fa-abed5eb6da4f,6UE0E66JQ27,0.10,UNUSED
a67a3321-422d-4d2b-97db-5902ab63496d,5CH6F33RX75,0.20,UNUSED
34be001b-1ad3-42a4-80aa-5f140f681703,3Q93GU0JE95,0.50,USED
e350fc04-b76d-432f-86b0-bc3c6d04db3b,4J68F76WX57,0.40,UNUSED
7dbd9e79-0f1d-476d-a1a2-33e02227afe7,8RW7QQ1PG57,0.20,USED
cf0bc924-707f-4f0c-95f4-c322810759ad,7DF3NW2NX57,0.50,USED
c1985a5d-c3db-4432-acfe-ab8537800ca6,1TH9M59EK52,0.40,USED
2b59568f-0db1-476d-9e34-2b7623358e8d,2XV9DD2WT56,0.30,UNUSED
42b4e447-cf9b-49f0-b15f-f90b6d052550,4RU6AU4VR85,0.40,USED
cbe61354-756c-4019-89b9-c19f6a7453b7,5X23NF6MT98,0.30,UNUSED
d68f246e-d4a6-4638-b344-edafb081028c,5TP6Q60KE17,0.40,USED
9e297c47-8c50-4279-90a1-b5c6b6ce881d,2P77XD0AM20,0.40,USED
372480d0-9469-460b-be0d-52cc5bf75c5a,5C79PQ7FJ89,0.30,USED
2fe3f04b-6239-4d39-99b5-a8331c9f5c5a,6M23TC3PP91,0.20,USED
8b6e0624-be6a-496e-8371-3c0b26473399,3R81QW0QG96,0.30,UNUSED
823b2ebc-03d8-4ee0-b8dc-8a9721a06f42,8DK2JY4EC70,0.10,USED
410f16b7-65b0-4f07-bcbb-44f693887499,3UM8R14NQ13,0.50,USED
650e1afd-9946-4749-9bc7-1b56508d5573,3V89H56CE81,0.50,UNUSED
321ec063-1630-4c5e-afba-41519c2f26fd,7RA7ER4YE34,0.50,UNUSED
3e75ab2c-91d8-4d12-a3a4-23ccb555977f,7TE4R02UK73,0.40,UNUSED
b93180eb-1226-470f-9ea1-7629ba0a923a,7KC6JQ7UC05,0.30,UNUSED
dc8c4888-4551-4693-85bc-ab7e26097e62,6P53MU8AP95,0.30,UNUSED
51b4786b-a9e5-48eb-95e1-be818b052b28,4MQ9Q93HA01,0.30,USED
4cccd471-c43a-4b3f-a6f4-6514127fed5d,9AK6J24RM90,0.10,UNUSED
7167b402-7220-452c-94ab-e1710e071535,4HW2CP7AP23,0.20,USED
7b83f014-7ad1-4bb3-9c93-dbcbb10b192c,9AM3JU9KD90,0.50,UNUSED
f9cb3977-ad03-464d-8d14-21e0154ecbae,9N34JG0XE72,0.40,USED
7bfa6243-3ecf-4591-9f3f-e51ef5af40d3,1K87VY3HG76,0.40,USED
58ca5749-e2d5-4f3f-9f97-3121e4168d87,5EJ8UV8ME77,0.20,USED
b540db4b-df4c-467c-9432-c3b5e20921da,5QP8VF0NH53,0.10,USED
1ccc6325-32d2-4cb0-8b60-240b835f7809,4YH5WW5EF66,0.20,USED
2e81707c-5e47-48c3-b874-551528d87cf0,5VV0PP2YX05,0.10,UNUSED
cc4cdf7d-d619-4821-81b1-ae486a72b1aa,6UX3UW6ME89,0.30,USED
ceef579a-6136-4b87-a0f8-ca9b0a95fe08,4DH9QE2DQ48,0.50,UNUSED
81cee3be-dfb2-4634-8b1e-ae260b633241,6JA3JE0FU89,0.30,UNUSED
4edb9e82-dae6-4176-a8a9-9d5644611950,9H49JT9EG02,0.20,USED
15cd2057-4af9-41db-86b3-74e9aa87a9a7,2UG7G10HX50,0.40,UNUSED
8d303f6a-5a13-4d90-9f06-6e293f01ec2b,8TT8WX6AH03,0.10,USED
493b1f00-1875-4cac-a1a6-a8447d25172c,8MY7XW4QW31,0.50,UNUSED
a7e3f3c0-9df5-409f-b5a7-2b332e029823,2N97WU1VF88,0.40,USED
3a236e91-9be9-44e6-a107-c2247b565fe6,6P89N49QK55,0.50,UNUSED
a613c4fa-6e7d-4858-a9de-3c09fbc69326,4FQ0RU2NR63,0.50,UNUSED
ceb7cc90-3999-4ae6-81be-3d6c42b4875c,6UV2Q14JA22,0.10,UNUSED
999c5e5c-1cdc-4929-91a6-86eff01e32ca,4Y83U53JR97,0.10,USED
0d0cb0ce-2aa3-4bc4-bf9a-c2a9a3eb6db0,4P79HX7QY43,0.40,UNUSED
19e0244e-145e-436d-a9d5-c78f1add7f63,9M40Y24TW81,0.30,UNUSED
09a3b7f8-5b15-4dc4-834e-b983e1919a84,3HG2G31DW22,0.10,UNUSED
8221609b-9bcc-4482-b19b-1dc9ed3fe161,4CX6D59VW69,0.20,USED
a533e554-64b9-425c-9d43-16416e4f430e,1XH3HU2QX02,0.30,UNUSED
4b50314b-8646-4abe-9ffa-c1b8352f4534,1C17HE6NQ03,0.50,USED
c4c6a9e9-4913-4125-8596-924a006c9c6a,2CT0VP1HT63,0.20,USED
09761c20-d00d-450a-a40b-4ba8c28b6efe,4J69W22WG64,0.20,UNUSED
841e74f4-fb3f-4f78-b0b4-333f69f64459,7A73G83FD93,0.20,USED
92995e91-f82b-4cc5-9531-7c44cda6f436,2W60VG0FG09,0.30,UNUSED
65b33de8-9bce-4a64-8703-45fcc0234238,2JK3TD5MK15,0.30,USED
aa7687e4-cb58-491b-90de-2ea94a72a695,3XQ0MW2NQ26,0.30,USED
22c847b3-ab11-4afd-a1f9-39cb409b027f,3RG0FE4FC96,0.20,UNUSED
5fb71715-b53d-4450-88a7-504417822a87,7WP6PN7GY80,0.20,USED
c3258ee1-84fa-416a-af39-b3bc752714ce,1RN1N17KP42,0.40,UNUSED
e8837c29-5329-497a-b8c2-7fff1f1d635e,3AV3NF0PA42,0.40,USED
d97f9f4b-f05c-46c4-85b7-ba66bfce95fb,8VY7CY1FT17,0.10,UNUSED
8aeb4c7e-ecd4-490a-aab3-273e10675319,9HW7T24MD47,0.10,USED
f97b5e38-5683-4414-98f9-538c1e5aa38e,3P24WG5XG49,0.50,USED
a79dc3aa-3e12-4fd9-b7ce-2c34fd58db79,7MC4RJ9RR57,0.30,USED
89a4ce27-ddda-46d1-9d90-215fbb8c7e1e,6E23MK9FM51,0.20,UNUSED
62f0aa9f-e4d8-440a-8d0d-3890f7a0ac38,4UC3TP7XT28,0.20,USED
3282eb16-f34a-4b9f-9544-3706a3c5d329,6E01CH8HV09,0.20,UNUSED
510a48fb-c747-43a1-b524-6fb99e3de971,3VF4X53AA94,0.50,USED
fc057ca2-866c-4cbb-8d94-9e4ab2abce9e,3T62GK8FT17,0.20,UNUSED
8e5e1436-b6cd-4e1c-9c42-4ba560e7a37e,5CP0D38QP14,0.50,USED
a15ca543-0284-4c6f-b688-8897db16b226,6N59UJ8MT89,0.30,UNUSED
8c0f269e-caa3-4693-878f-6ce11473b399,9G24UN1YJ29,0.30,USED
89ddb61c-649e-4d19-b401-db02c5c4d027,3G27GJ3TX64,0.40,USED
e5c148de-15ca-464d-9087-69ba78433379,9YU9X96HX86,0.20,UNUSED
a8a1d2fd-0a3c-4d84-ac5a-f2d57c731eeb,6A78P95XQ71,0.30,USED
11150223-0845-4270-9a54-4654f84b820e,3Y33CX7UK44,0.40,UNUSED
feb65d4a-6bd7-4f5c-aa87-7a9e49434653,6NM2Y07ET64,0.20,UNUSED
8f568ed7-b123-4884-af10-583974e943b4,8W32DM9PD42,0.40,USED
1877fdf6-13ec-469d-9014-30cfe81a6499,3RC5JE6WV74,0.10,UNUSED
68aaadf7-a424-4ceb-9ba0-e0d05ea714c8,1F87CH2QQ05,0.20,UNUSED
8eb24d2f-37ad-488a-a135-a1a93c37d3b1,2J45KV7DE14,0.10,UNUSED
86e770e2-c388-409f-98ab-90c08ad0defe,1VX4KU4AX41,0.10,UNUSED
2abb0da8-0338-4a50-9f55-0b66eb7abe84,5CW2VJ3HR09,0.20,USED
e25a25b9-58b9-41d2-a30c-05614b426455,7VE2GM6XY06,0.50,USED
409ead94-b30c-41ad-982d-ccca6a7e0b60,5YN3VH5XN89,0.50,USED
07260ecf-186f-4749-be5d-413fbf7848b3,3F48W29XW81,0.40,USED
3d6ad5fa-c870-4b98-9e4a-2f9188934cac,6WP1QC5CE95,0.40,UNUSED
8943f817-4523-47e7-a46a-8ef853e235e5,2VX0RP2PN40,0.20,USED
a575cd69-614f-4f17-a698-46def9297b63,2XC6YP6XV08,0.30,USED
e0acd745-9f3b-4b6c-94bd-2e5261aefc53,4F96V22NK65,0.10,USED
a8f7fd50-9c34-4995-a8d0-9c968e996af4,8QG1AD9VU62,0.30,UNUSED
ebb755d8-0485-4cfc-b6a3-9e4b5b2743b6,4PE1J55GV62,0.30,UNUSED
cbac3692-a28e-4ae7-9989-66929456589d,1G17MK9FD02,0.20,USED
aff5fe1f-64e4-455f-8dad-5a44f410cc6c,1YE4DY5TC79,0.10,UNUSED
3479fe6c-6275-487e-8cd1-795c4c28a217,8C09AM5MF01,0.40,UNUSED
5483538c-a13d-4105-930f-627863a27bad,3TA7FG0CU40,0.50,USED
6ed6ebb6-ecf6-4663-893d-72ac3ac9174f,4AM7FW4JA78,0.40,UNUSED
9f5cd91c-4ca3-4e7b-85f9-4c3e0d594d6c,1KD1W37MC64,0.20,USED
2103bfa5-2f24-4c97-b703-2b5015d66dbb,1N43U91RH28,0.40,UNUSED
38845238-66b4-4d5c-86c3-bd98b502a652,5EJ7PJ4RN75,0.10,UNUSED
49062688-a877-43d0-8970-393046db47eb,3UX7H09HQ52,0.10,UNUSED
293b0ccc-36c2-4d18-89d3-c4aed6cd9d59,8XV7KG5YT89,0.30,USED
563b189a-790e-4262-8e1b-a4a48c130ed8,3WW2E30MA72,0.10,USED
08f98f46-27cd-4b1d-87e3-6483b1f729da,1GW0RJ4JF18,0.20,UNUSED
d09bc6d9-6bf2-4d5c-a7fe-6143ca845988,3YA3FG7TJ67,0.20,USED
d41581c7-6477-489d-b4c8-cead62fe46ae,3C81W98TK58,0.30,USED
b2429118-0dad-4246-a9b8-5759e70e3598,6DT2YP0RU29,0.10,UNUSED
faa48251-2883-463c-baae-595dd643c40b,3PU2QV0HV52,0.30,UNUSED
b92ef6bd-e872-4def-908b-68d2add93f25,2T76JE5XR72,0.10,USED
fc963df8-a0cb-4721-88b5-189ca39e79d4,2G46U12KM15,0.50,USED
1c9b3832-9fa7-4be2-9a63-0a421b0ea1a7,1AF5G09HK51,0.30,USED
de87950e-5147-45d5-831a-9ca1ca7ce09d,9GK0RX1AY22,0.20,USED
75b5911b-9b89-42e4-b1d3-302afe419d59,3GT7A76YW10,0.40,UNUSED
c9a5f53e-caf1-4c5c-8e9a-3c2599e8c9b6,8RA6EC7WP98,0.10,UNUSED
a1dbe1c2-2736-4502-95a8-f02e1577e756,5J89RM7UX85,0.30,USED
2c05a8e6-7f2e-408d-a872-065f68ef8e7c,3RE6NF4KA54,0.20,UNUSED
c8ea7028-1d70-4636-a4b0-47343021c5a3,3WM5H51FW02,0.20,UNUSED
e9087239-00e6-43c0-9427-ebaf3ef52dec,3XM6A59PG47,0.10,USED
c2d92fdd-8205-44a3-8c46-6f0a1c4b3c19,1X79VA8UD07,0.30,UNUSED
22108ed1-b3cf-459d-b852-e67573bb82f3,4VQ4DA6HP86,0.40,UNUSED
88cf5555-8419-4c91-be92-67446cdb6df2,6YH1W70KW30,0.30,USED
27789d88-dd6c-48f0-a171-58087552909d,3M76QG5CC41,0.50,USED
c650b9fe-1559-4298-92b1-ea89b1ba6009,2CP0NM2EY45,0.30,UNUSED
c2dbc3dd-0e23-46ea-acf0-6232fefc6c13,7WH1M99QE88,0.30,USED
d355bd07-0d19-427a-b5e9-fe650e8540fa,8MK6K52NK64,0.50,USED
9e75f9c9-50ba-4e05-a231-0df6204c440f,7UV7K30AM71,0.20,USED
d65f154e-62ed-4e0f-bf04-3aa79eec8e6c,9AP5HQ6GM14,0.40,UNUSED
1a90f274-d9c5-4492-b6a5-44b5b6a06239,6KN4Q56NJ55,0.20,USED
9ca25d2c-0619-4bbc-b202-3770ba7a98f0,2D30VY4FY56,0.30,UNUSED
05bff174-05fc-4b26-abca-33a4815ed371,3QY3U91XV88,0.40,UNUSED
77f72e22-96fc-4ab5-bd00-5dc6cba57177,9AY6MJ6CF11,0.10,UNUSED
